Drug,Concentration (µM),mouse_1,pig_1,dog_1,dog_2,mouse_2,mouse_3,cynomolgus_1,cynomolgus_2,human_1,spiny_1,spiny_2,goat_1,ferret_1,ferret_2,blackhouse_1,serotine_1,serotine_2,hmouse_1,steppe_1,blackhouse_2,steppe_2,spiny_3,hmouse_2,rat_1,ferret_3,goat_2,serotine_3,cattle_1,pig_2,blackhouse_3,cattle_2,chick_2,human_2,cattle_3,chick_3,chick_1,sakhalin_1,sakhalin_2,guineapig_3,rat_2,rat_3,marmoset_1,guineapig_1,guineapig_2,marmoset_2,marmoset_3,pig_3,sakhalin_3,human_3,human_4,cynomolgus_3,hmouse_3,goat_3
Everolimus,"0,016",97.96769875,78.74654852,104.2274905,93.94391091,185.4487363,92.571521,118.4759842,96.01420527,151.5165084,92.8750042,121.9633554,93.78563106,130.1076835,95.77056066,96.16105099,92.83398606,105.5558486,91.2984144,83.56800395,103.5625794,41.75748517,53.0714784,97.41192357,38.1131534,163.5343625,82.08448095,48.51201126,137.6360177,44.14251962,66.18646699,106.2976642,56.98262302,117.1680109,138.9524517,156.4071664,63.65251767,76.97091269,19.99343663,115.521185,82.55212936,63.56435378,126.4143269,16.11227662,136.572738,122.0308835,103.389321,47.37863931,3.926752751,58.5590111,210.2674183,119.4429276,57.8459912,109.8885271
Everolimus,"0,08",157.7374321,55.85197787,62.7019467,49.02711412,125.8165725,254.49104,79.80038522,101.7204288,84.06765023,68.19141737,107.7561905,81.30420665,136.2785002,119.8502235,90.36147716,112.5461463,85.09784794,55.39366139,61.18546686,61.47251961,93.92256337,72.50950123,95.65318103,80.97500077,154.8579344,84.80880377,28.39838878,125.2617349,108.1075319,146.8105267,125.1243414,98.32147615,65.81952874,111.5198357,59.05428035,35.49000489,49.51313779,32.62723471,80.28692118,60.94483486,36.09403676,40.61200234,32.47902746,9.731855896,128.0936626,128.6510446,52.20222304,8.539626643,119.1518298,157.0437501,77.08154855,164.662443,105.6803819
Lorlatinib,"0,0032",65.79113649,69.10185548,115.5622842,44.18310132,90.9758057,103.9585,115.69758,70.91775207,78.43059456,102.8813877,62.66621702,107.8935555,93.50673336,103.7491365,105.2990275,88.79294857,90.84426401,127.890546,113.8481497,146.6087209,87.56822201,67.03370311,126.2447944,79.22750124,112.4108747,140.0601029,62.30840926,96.46709837,61.85791957,89.26269807,107.4627797,149.560677,100.9975093,127.2417835,100.9546915,161.3640494,122.1485324,108.9926844,82.16826369,96.63480081,113.0707431,64.34672223,60.55375627,12.49855867,68.13088626,80.44525049,64.08775588,127.1979084,138.5516172,28.4009113,111.1752327,95.2815846,61.03015958
Lorlatinib,"0,016",83.25075258,99.32700969,31.16186909,104.3478423,103.6639288,99.831991,78.52796384,56.73919068,138.99952,153.0223517,83.60172042,108.227629,90.04046305,102.3704427,94.85858165,106.9680218,107.5040107,74.77830389,86.59629974,122.6701469,98.04775099,83.12696666,107.9444034,85.01300431,64.30909668,94.86677224,79.78033745,82.03693476,56.10203296,96.35662933,105.7927115,56.19610267,68.14313668,116.9545671,106.3489955,123.7531256,87.60237871,85.00845708,120.1359092,115.1970361,66.18910423,101.0409753,72.71612743,75.01928539,194.5018406,69.19193219,47.63693407,47.39130904,75.45143488,74.36535483,79.14564696,102.935905,75.67180899
Lorlatinib,"0,08",49.65094317,103.3411583,142.1432692,97.50646878,173.319889,67.045434,109.6360802,97.13704647,43.48575496,98.50271897,70.0756314,105.3866307,78.12420652,115.5754583,88.4314609,118.5261016,92.87757342,80.84114453,159.0229905,156.5121145,100.1389434,92.79206548,82.43394664,40.36822446,173.6936598,57.27586579,100.5829971,96.65039568,42.6796287,72.23902991,94.67653008,163.6240881,73.23069227,90.2678648,95.10589811,117.3755993,111.2196783,94.64352713,107.8756026,48.89145825,61.55266201,79.01607705,105.1041125,26.47953475,56.72144714,67.39366818,102.9347205,28.98876385,93.60203675,85.1797599,110.1822467,116.541309,104.6641464
Lorlatinib,"0,400",55.34557886,63.12028787,91.0444212,77.14424215,129.8451761,217.14331,102.956547,95.35466027,48.60278096,82.20862871,114.2357282,119.6406057,88.01654467,102.1703835,117.8084054,99.85764727,91.68126889,66.95479644,97.00830869,128.6990875,38.43373051,41.7655802,71.32646729,17.43151273,111.7318915,70.06400009,75.09177487,80.93102872,86.80225272,80.84405493,84.36791546,134.9138233,41.91880054,108.7992447,72.58154171,87.73319874,93.09854808,40.8320455,105.744091,25.0688603,91.33450772,90.23395024,53.90351205,33.05946722,110.9586501,55.42141758,70.84088664,53.36710132,69.78906787,49.17015752,105.105341,32.3131393,95.83654021
Lorlatinib,2,53.22632591,62.30103789,49.40261666,39.32516938,143.4753233,168.46686,104.1026221,76.51001467,43.95982085,128.6242447,109.5223436,85.15997916,72.52328723,100.8415616,105.9875418,146.583151,84.18675535,68.20231567,75.79183883,142.7545639,86.73248574,34.96341144,72.21797054,24.12962145,184.4002758,61.8154423,35.83122723,76.44495861,22.4178887,29.15766704,69.32522812,69.66007748,45.5243027,69.01096807,90.2734506,16.77769337,102.2844169,68.52382923,104.411101,18.89036812,6.146698251,55.58426748,41.57753361,6.498081205,133.7697802,58.61113884,28.47600413,3.781649843,55.74906494,59.11080334,104.6798769,37.0967222,63.66855016
Lorlatinib,10,86.58995688,6.716807011,12.4547783,13.89659573,99.08213198,101.65349,12.96985501,56.86453735,37.88827349,25.82953766,65.83723681,13.04762493,65.12037247,38.42730237,1.210179881,11.7492817,46.17262193,24.58776166,71.78801729,43.12534294,151.2237854,26.54393164,47.15701791,2.866158004,96.77285,66.17832318,12.97718138,108.2364511,28.2516948,31.93529568,68.74936393,54.60706836,14.22496046,60.50075024,72.42566514,27.24186279,9.712310918,0.977937145,12.08905062,3.632263722,3.73726194,39.00550643,24.35520673,38.10046594,68.2670544,82.57413512,36.20270746,3.034107633,5.9387635,2.51051691,11.8092067,76.2637666,22.85489271
Rucaparib,"0,0032",89.17433135,132.4633066,192.5136816,136.3898726,59.31063426,74.123761,102.2791553,110.0231191,60.16473274,99.99568037,80.75912639,108.5040497,116.7326628,138.9159381,95.75621884,85.63811732,105.9399631,137.8530774,126.4925029,44.53964145,187.3889713,130.450839,88.36597848,113.9973177,105.9455087,99.61151983,104.8256503,108.4375026,128.3320938,58.60427985,74.3886527,49.20098771,52.84218867,105.3598322,82.34734314,125.3748929,103.0903676,101.6048329,97.2443488,98.86746258,71.82073404,59.73842369,215.2869506,723.4710134,178.3828138,132.699599,116.0708541,49.58883139,121.0403978,87.89872387,98.99106296,186.893378,130.382548
Rucaparib,"0,016",97.85240367,99.71210712,86.85855384,143.8884979,113.186071,109.21072,80.89634953,76.7926916,92.42883279,157.6606784,68.89380031,119.9385811,94.24444756,91.08570974,110.5057298,103.4174946,114.9921818,94.97745801,158.5474604,130.9496743,93.39686615,118.4609979,60.71442426,118.4731553,212.697533,130.2093764,109.4095299,113.4154267,139.5519065,86.9326014,88.53841678,39.55264282,70.41928854,122.0117091,110.721369,122.1456806,125.4336155,85.3219224,102.7936604,76.32281871,63.64986803,44.12247411,99.82809931,77.10974079,104.1115853,157.0399626,125.6033501,23.79850859,71.76184995,229.9419439,77.43609281,66.2750886,93.4335258
Rucaparib,"0,08",88.42167802,125.4590718,116.8279559,257.7259249,57.5869583,83.234114,89.71787386,84.51294943,116.7954073,75.08008121,92.6984513,120.2399673,72.52018107,74.6926434,91.65474253,85.46457269,90.30571093,137.313706,199.5849841,67.73302307,91.26355217,96.97684274,139.715584,130.56881,103.1811175,136.1917331,115.2074374,118.4763671,134.4613051,82.56889531,96.45756161,103.6459952,136.1626239,162.8541752,115.1950321,116.9131483,90.87345207,113.7375357,96.9730756,114.1691257,80.06554716,73.62632642,95.49811975,159.7106623,106.0439035,66.9206864,121.0017295,255.6771513,129.7043843,111.6166741,68.94062475,117.09688,123.9685474
Rucaparib,"0,400",92.2589453,79.47238813,181.6523109,122.5386072,84.65751364,99.846622,76.79310124,87.1967759,120.6354441,89.56669274,100.4286586,129.0485258,73.75752611,124.8031538,96.76829923,103.2071411,102.8982838,95.04600706,59.14719935,79.25018201,95.17016376,104.3584798,152.5168575,90.09564079,114.7906966,152.8219067,101.3387525,111.5144976,162.7836144,99.27496013,93.40617813,85.73821292,71.8206139,90.52195629,66.38962272,39.39605376,87.26119798,75.77488002,70.57167516,136.5666659,82.38707316,26.72075213,127.9921163,131.1712039,143.0034141,171.6764369,166.336718,96.64681165,69.15081651,72.39444683,75.01624904,134.023107,89.5203044
Rucaparib,2,92.60235992,16.28637521,20.61229279,24.61895554,98.11257242,163.05716,53.25316119,70.97530182,75.09028508,96.69068063,69.67664694,112.7313676,94.70705628,95.93585959,4.978886155,83.87467113,82.46981515,96.12113094,83.68510882,94.22567935,113.9353439,82.50672044,104.6440526,55.2289291,108.5419854,145.5492798,50.25085466,113.7862456,120.5734625,93.77098479,105.7686366,95.74420118,65.08042663,120.1153762,76.48272662,158.6778506,36.29070656,8.050267403,88.39800503,49.98331065,111.3732645,41.21068168,52.25644632,152.2160744,130.7580081,99.78116992,119.7306922,47.54841644,29.53132781,15.3004995,52.89484884,101.252506,71.07712248
Rucaparib,10,96.67992331,148.7734015,32.11834705,80.89392696,81.92189586,125.22559,17.0647226,42.01525224,109.543539,108.4917279,78.50146351,93.02558076,64.64441563,38.02271833,168.5697488,93.3705862,100.9618157,65.30951442,40.57047012,44.45949598,105.3205381,93.4865965,92.79313657,44.82405108,219.7951139,85.0619763,25.39841198,128.4920286,84.96544327,65.34203858,86.48526598,99.55882781,100.0675282,101.6574148,62.90668197,73.21931071,68.62273689,17.18500371,71.68175963,53.85463522,82.22067152,48.83320573,59.80179428,47.72708449,76.27558716,61.28791879,69.20823667,11.1822478,80.21685653,131.4632246,16.68738421,119.372157,110.9482384
Palbociclib,"0,0032",99.32659243,75.75837168,117.7422448,101.7853046,92.14053294,75.669982,103.555796,121.7053047,88.13822731,114.1891808,82.25082083,71.88581718,98.72441904,99.09479458,97.05883087,115.8203706,110.3353982,84.34412146,101.3784294,131.5418445,59.51765699,89.04753537,91.03445046,95.32587699,71.1233454,97.00605424,80.58046669,127.2229059,61.12938421,98.62660977,115.5134245,158.9649273,40.39408936,92.1388062,124.4458988,83.21666539,143.9324692,139.8401763,83.2134708,101.1244167,98.19919519,50.30014865,72.75226371,39.03266093,171.931395,147.5325622,70.94761063,50.64953947,145.7578342,68.3061949,103.3508,60.6423227,121.358042
Palbociclib,"0,016",84.16811317,54.07953099,40.52268679,33.26527796,99.64036125,83.147412,42.37848106,65.07220846,81.71597424,76.3337829,79.29115458,107.5479231,111.4344267,74.82768337,13.02080491,126.3691545,114.6273721,90.11760856,129.7420325,78.92431374,134.3156224,115.1646896,136.7623772,46.22173474,113.8522348,156.2365924,117.1701461,93.94691337,80.87633295,163.0115289,102.5584318,130.9243291,92.46907138,141.1932419,86.69102698,118.8293043,88.60314288,24.15906432,85.43666903,52.03252335,83.87824341,48.43113542,105.4539561,359.7369716,209.9696177,77.86807244,88.16139544,89.56695523,55.14797185,36.15286304,33.78336239,107.140642,103.3904636
Palbociclib,"0,08",94.52255239,46.15808284,92.27898093,169.5398524,65.73749816,102.35294,77.76439542,74.12801387,122.131225,88.92839487,96.06064965,105.4249554,105.9840305,97.72110227,73.64106713,90.75274833,93.68940671,138.5227812,39.59655129,130.5827421,40.21615572,92.29050069,78.29344192,109.6062634,95.52109806,135.1980513,112.6960977,98.12344733,153.5921434,21.61361816,105.8583703,94.2535483,131.3638649,58.65496583,95.264786,57.9377295,81.85907987,108.2770027,98.10199218,96.09520365,97.20392498,80.6047197,62.41079831,57.1848036,65.75560952,65.50377721,133.2244648,74.12544176,193.8157015,152.0074002,75.06533054,156.430925,98.86036112
Palbociclib,"0,400",98.33946655,84.82123274,114.2248525,110.9967296,97.26231108,95.83459,119.1827951,95.87602376,40.5268624,110.4463142,80.76754757,114.0221362,90.25877608,91.68610173,105.3111211,106.6965167,104.8246041,92.59203509,123.8565787,112.850486,68.50579645,105.7631561,81.16979401,101.9875748,130.3106739,133.7987609,82.84268973,97.44958176,88.80256243,70.51117295,94.7196825,100.7643103,83.15286254,57.35078978,29.00897513,104.9915815,90.41264989,79.58005878,246.9901848,87.67260158,133.7614738,74.17665318,36.45863717,96.22525989,30.33334817,59.28120344,90.26635583,92.37052989,159.7084763,231.7624936,121.6859907,63.204982,109.8245356
Palbociclib,2,92.64871325,81.37621169,53.48585288,119.117325,96.61709352,79.480226,90.69396527,46.44399547,120.6271995,88.52926072,74.31065751,84.47553596,75.57501044,96.98892127,106.8192885,90.15912583,83.9714689,100.5150357,101.4229012,141.0530067,83.48631567,72.33278584,80.16882078,83.43544759,93.29867253,69.03977187,91.02631039,124.3963683,98.70035695,67.60275378,92.74619772,92.99542264,109.4608269,102.8131118,99.82276591,101.5052407,72.12653813,69.01852798,76.35903872,102.6633506,78.10119806,94.1160674,190.8250892,85.03697111,67.54450604,115.87341,87.82021928,49.61598719,82.47101216,125.3579298,85.11781245,77.0339609,103.5535901
Palbociclib,10,98.70294017,59.99375796,24.61948275,55.88300223,69.89645343,119.16168,12.63988664,67.21873141,178.2850512,96.80385503,94.30943973,108.7326712,87.7866045,58.60534614,162.417249,131.776094,103.6035244,96.8930551,82.10606112,177.5578996,109.2073608,74.03651118,99.99964733,46.85350972,185.7424649,55.79884112,70.97390763,139.224472,262.9611158,87.90782034,108.9231774,135.0030571,144.3328738,114.4774536,115.7691528,88.51219305,52.92229995,20.96345433,50.81129309,45.70990591,76.56689889,92.37998657,129.5113602,76.69593716,52.15462172,167.9579941,88.43388222,19.22852455,54.55660666,94.21265242,12.62311892,101.88814,79.81748101
Abemaciclib,"0,0032",83.42851877,44.30470968,30.69046897,32.20466856,61.12947409,90.808746,67.45526802,35.05400939,58.17314071,107.0183008,125.9716907,8.241884287,110.6125942,109.0767848,79.6010327,132.9448952,89.15538914,131.346897,111.96013,113.837814,137.5310055,102.1119092,128.2213483,122.4937809,75.4133357,149.0995382,95.96868268,96.82334655,180.41183,144.036561,91.08010556,104.2846778,70.47892502,77.67975119,86.99391044,117.726046,97.52816639,14.4340629,50.85531881,78.00764627,123.8671858,88.85411636,171.604859,497.5134429,149.4278795,139.5005256,171.8988544,120.8766663,81.89734946,108.0631748,60.59955324,117.285651,93.2926556
Abemaciclib,"0,016",106.6299474,92.37028787,32.23720846,21.95719738,102.4733667,73.504378,25.73753287,77.79722459,65.87908177,85.71468339,94.60797929,73.54453079,90.18271701,77.09671211,95.351351,140.9288917,79.63196627,88.30612001,110.4404181,173.2393898,81.37795294,96.17582679,116.5291638,79.64585093,116.2090482,129.551335,84.88850734,133.948399,166.9373409,68.84321675,100.2687269,146.0766049,141.5061787,126.7012893,89.99985902,109.3912993,75.31879458,20.4542493,70.55970945,37.36069278,56.99462851,71.53466815,201.2116957,498.5716629,114.1915718,82.87480731,147.2847827,83.68871405,46.08220086,95.7341665,23.41018553,90.0179819,48.85581235
Abemaciclib,"0,08",91.34305531,99.25768628,140.9759422,152.3237257,82.56861773,86.157553,75.58680069,81.15705364,108.2020355,83.2582997,104.0253598,79.4934735,88.2504305,87.64997854,76.22210402,123.6445079,109.3496233,107.7495563,111.2701955,161.4517752,92.76646341,94.38662534,89.81617365,119.9726241,82.77959867,69.4818438,57.64373218,86.25369128,78.40951592,176.2937694,94.34287392,120.188949,82.59398809,53.21630543,12.52077065,99.67692026,83.46593581,87.89920654,150.5524358,89.43821746,152.6597927,67.87065833,77.99664307,19.84958206,97.62975125,90.85806107,97.77563741,76.95337506,64.46915651,97.61411239,72.29274415,123.080118,140.9187052
Abemaciclib,"0,400",143.3517828,16.82891902,23.25406952,57.13520462,94.44925411,191.16929,70.22413555,104.077588,52.04532379,88.99870891,97.78469681,101.3718748,95.87648545,32.77330746,79.31417551,140.2145784,74.28159641,80.54182593,98.29899317,147.64542,149.8489598,72.01349859,139.6587612,106.0528865,114.2253468,79.50216552,41.19881045,122.2070858,125.739786,104.102574,87.72096467,66.13764431,50.16049823,169.4526375,101.8575383,28.89249824,55.48975233,38.60805233,31.12659286,59.96862704,77.66924782,107.3631868,39.02326024,133.0115582,218.5003206,118.9537728,136.220684,39.05482646,80.10249727,102.9577162,50.77233306,75.0043863,94.33596159
Abemaciclib,2,40.59569124,3.362405757,11.68213097,6.6101072,15.57194792,8.544483,9.655721826,73.94915421,15.16938709,8.031446933,5.148096341,4.940705947,11.74327672,8.447536034,0.925498825,11.68026497,83.72312243,15.09086027,84.37046357,79.77655556,149.8607808,15.80409901,21.1761224,32.69522029,182.1567201,59.30472226,14.22605682,56.37169887,106.7700129,111.878469,3.254962255,39.5892334,1.663072015,29.71685922,102.0667425,12.68030864,1.406311231,2.278782016,1.432906143,1.67137835,44.33422302,78.04359506,25.16885766,13.35150085,11.16405623,214.4468008,107.5068216,7.610734935,8.950224029,1.878264865,7.044260617,121.381322,6.406446058
Abemaciclib,10,2.863612099,2.672843435,5.904108268,42.56609813,2.508728805,3.0755072,15.54261417,6.59731312,66.99983537,2.979539335,2.582756023,62.19356515,2.793365833,2.838268648,27.51610071,77.3232731,31.36978534,3.406368401,62.94348615,64.4457372,33.16119645,15.52756656,47.39378907,2.457287201,99.12177488,30.94481318,12.46676015,2.301930183,70.89978749,35.15076013,52.08869775,3.017719282,40.38248899,2.434129654,2.326431842,2.428063264,19.63011404,17.09472966,3.976704567,2.415505868,2.663665635,39.50554651,6.7336851,3.162317235,107.5896426,3.02063558,90.20277558,1.853820766,58.38673697,114.7043428,15.85054181,3.14372447,37.9479637
Cabozantinib,"0,0032",105.4466434,64.00452854,261.601973,202.0331758,73.61961706,88.993273,31.98427511,82.55201408,65.10233511,105.3170371,87.42625911,133.7885603,94.92646067,127.8002194,93.20971469,84.10177745,95.01799091,104.4863699,124.2564627,144.0250915,77.04125945,97.07005894,84.77615292,187.1245568,173.9156676,110.2367042,108.414079,92.32870543,132.787105,205.3561986,102.4035864,56.5210506,108.0945135,112.2663357,108.1719356,101.3386331,109.4702759,107.1548023,81.09609587,87.55807388,93.56795818,46.55334433,106.2722849,162.640418,101.3390966,88.15574435,136.9581014,60.045215,82.24930677,226.3398817,27.52604373,110.102972,101.9539876
Cabozantinib,"0,016",106.0339424,95.4402722,29.15032754,41.04913416,108.6306323,134.29882,28.41086042,77.71317711,158.6237867,122.8603654,137.4803174,74.97324913,74.59795363,100.6678316,92.7094894,136.2514846,92.08377647,129.2952508,51.68735798,147.8373349,130.2281796,101.6829874,99.97656834,69.04251824,132.9881966,174.9768329,105.5061069,154.0274136,186.2238995,164.2198868,121.8715313,58.95467805,60.64644674,60.98946441,97.65522195,208.9594602,36.14620072,4.311832814,28.88794523,53.6855661,148.6436799,24.417012,184.1232134,80.69885392,178.779284,98.06078883,170.3309201,140.8853667,41.39335806,28.85030522,24.90605223,75.4325584,73.97299741
Cabozantinib,"0,08",93.22283568,92.99126114,112.1692436,96.20067394,104.8489969,116.50804,61.70131091,84.50384083,58.96235736,101.8832643,89.79823495,89.95629261,119.7129442,83.85596272,102.8138118,116.8650597,134.7208803,106.0893267,166.686751,64.35011015,72.35371459,81.34959315,107.3760058,132.6179035,67.37879552,40.94464739,87.19983224,114.060763,146.3788892,65.05546297,121.9833336,107.0487418,90.81201047,64.13074599,10.55805081,89.01257548,94.18146015,155.1204014,107.087532,132.9352864,106.0789823,56.09085376,46.13982614,74.26118675,213.4641602,169.0551422,98.54768329,58.28335101,123.509585,220.4282784,59.60733158,181.413648,112.6227198
Cabozantinib,"0,400",85.49035948,81.64917262,71.18266983,154.5219836,113.8085277,103.12175,79.56971369,66.78990295,52.86391191,92.76470955,70.48235616,100.2221827,109.1432522,109.185567,71.046474,79.10182038,92.61765199,100.3147907,140.3710972,113.8072284,60.49872405,104.2500515,106.110104,153.0254841,85.34846526,102.0570052,96.08240147,144.0547296,60.85417163,69.83071749,98.64093571,76.29501133,127.2660323,69.88577464,92.32010398,115.0925485,109.5259719,125.5273419,134.5691783,120.0623457,71.24188105,168.3495535,24.31392483,18.85827226,107.979766,79.4704414,74.69146549,58.24733752,102.9888847,102.8495702,79.93258891,89.9368448,106.1224714
Cabozantinib,2,107.6038379,110.9163566,32.81904181,48.63670803,72.71304225,168.64074,27.4881743,84.03174655,77.64663386,85.66999918,120.3282502,121.7565623,103.3706963,99.17356789,99.50330647,101.5234082,108.7750372,72.22740871,77.95512533,187.1761112,110.8896817,110.7785694,123.4209766,230.7271863,101.5786985,118.2996909,134.022172,159.4400106,242.0326653,252.3308957,94.63932342,126.5936573,108.1646958,148.4036231,88.36082808,175.1899116,46.13444431,20.16187712,92.05703772,69.12190742,106.8079603,207.5025725,96.33200233,525.7891583,115.7005488,138.2300499,186.8822214,222.4882118,96.02286733,125.8740044,27.13235437,142.322657,103.267517
Cabozantinib,10,100.1383051,67.44161853,90.0222516,72.99410266,72.1677631,86.629067,118.2985446,58.28433942,80.88233968,156.9112219,134.1209858,91.65560477,96.86987061,72.18954539,71.9733998,91.23378115,56.78876924,59.19039747,81.14572084,179.3325223,139.6980991,89.1860864,78.42525732,31.62403145,130.2861629,117.4984587,107.0659841,100.562024,88.02669336,101.0982705,72.4754281,66.25284561,52.59510067,82.32892768,145.422823,83.30998358,71.8164139,44.96104576,271.5943561,32.15645386,65.89876889,101.6467215,120.8687091,10.11577732,115.8112472,93.44236565,89.12191134,21.7767414,101.0670609,136.1682257,120.6115479,119.003925,79.48104418
Gilteritinib,"0,0032",74.10408812,74.10239401,104.0128368,97.50475679,137.358674,74.774844,81.82903469,21.25759492,63.38157898,131.8366603,92.95560169,110.0695335,101.7390362,93.00059794,76.03595543,94.70746575,111.2575901,77.48586012,170.3284112,117.5157264,73.22173412,99.19751254,94.80659433,101.4094382,162.4457355,167.4546576,127.50073,156.9838633,138.615863,72.60554502,131.0117475,35.24062042,128.9027925,150.6959588,145.4071094,70.45780834,121.9496532,98.0723419,159.3547538,65.24071699,79.91178675,66.86485026,108.7052854,105.1438,108.4601461,107.9736386,122.3857353,49.61598719,85.57867699,65.18527927,81.71557422,64.704766,95.14137321
Gilteritinib,"0,016",89.73527721,178.901547,63.72344205,133.9276719,124.7582587,26.389524,73.86846829,77.85643045,81.81954733,105.2670734,93.29194695,50.11234673,106.9917711,114.9202643,93.00708456,94.93382489,74.85134641,141.4871734,72.65113843,112.4348435,16.96173152,103.2288617,78.4312951,82.38276514,135.2031092,75.36183684,96.5929628,116.3741416,98.43001433,145.7127051,101.1242611,103.9798547,106.2474174,73.34928857,98.69346834,69.2949115,103.563612,97.47255822,95.13828323,92.59375559,66.53611858,57.82381026,60.31781796,20.41669441,83.55629629,77.94324049,104.2023517,127.3500042,123.4861137,181.0500894,73.59419568,106.223857,102.195363
Gilteritinib,"0,08",100.1194814,149.9092333,97.11372179,117.3088032,70.38123321,66.088114,71.58487216,66.66196861,50.65929941,91.28974663,86.06066727,119.5907221,80.27430236,90.68237608,49.68387203,76.69976302,75.31327479,103.1355289,77.9241518,72.42941546,82.18825164,105.1561451,115.4901582,58.64666773,116.9313248,96.89052532,92.79446781,99.29100346,117.7233433,98.83884809,94.20021193,57.74701197,79.1918616,160.5644784,95.57599163,55.41522912,112.9954346,96.87738152,149.3953973,90.7715041,70.81141801,59.42353681,110.5088247,108.0820007,102.4592691,74.25983654,131.9199343,55.82639165,111.3344525,114.0831108,72.29148845,114.238102,89.90814182
Gilteritinib,"0,400",79.87595975,79.19707725,153.1357824,132.3522773,87.91414541,91.296923,133.6950456,140.7625532,75.06204724,117.9615169,98.53461128,113.5063877,90.98851499,97.16761702,89.73335945,85.25646072,98.70842332,106.7910235,62.96196582,100.7252032,104.7671214,106.2364746,104.5572101,41.2066541,103.0563086,137.5953134,106.4537518,74.26271656,41.87323324,88.43658464,92.36767471,59.27879973,55.85833903,80.01348743,101.434695,88.93962169,99.08510659,139.3288772,115.5994923,94.52048276,78.59850267,91.34933271,64.23532941,114.9743971,121.720796,51.66089426,51.42052658,78.74286104,140.1441632,143.5933116,135.6132909,92.5941044,91.76359928
Gilteritinib,2,110.6679811,99.59064428,143.3730128,137.7841694,126.4555112,87.200153,100.3538485,73.66285454,57.85561963,102.9434464,115.8071908,101.1808201,126.8271115,69.21159254,68.55951029,71.94661448,112.0804037,108.1693995,76.28315703,62.84735899,68.16324969,107.2976716,77.9424044,98.15276534,146.692481,68.35155381,16.24959997,124.1298709,38.59930808,59.26448109,112.4674031,80.09529681,52.77596107,135.9488005,104.1896095,68.74473698,63.72354808,46.36967883,105.2547591,81.50267222,52.23640077,78.75646088,47.79911271,44.75770238,125.274603,94.46782409,48.30282364,11.37338737,108.7419133,81.8025814,101.6566964,49.0394951,129.7919967
Gilteritinib,10,28.90000554,34.20691765,51.39999887,16.27193204,24.02308787,27.638313,158.1358242,62.55368227,23.78038176,39.47631641,55.13227678,116.044626,30.17311938,10.45956013,18.48885731,19.5744021,18.65480321,35.89914112,149.4638184,30.22683103,68.03594964,1.465189723,48.51546144,1.356909418,46.24748717,14.9019733,9.075439393,5.261992,10.62128173,99.96123329,173.3220254,6.540093436,37.76307147,10.79539932,3.305273208,41.02017073,9.19669449,4.402982572,6.868619262,4.24757667,6.765127399,11.43203794,4.958739058,6.524065734,15.52695915,15.35472785,15.66912536,0.629478559,72.56451396,14.65517282,161.8916598,31.9069522,68.97966011
Bosutinib,"0,0032",120.2788259,62.73952316,62.59849682,65.03130723,105.9147013,160.09626,113.3331246,68.18155118,88.47079484,98.32642992,104.1084965,93.95584178,105.6132215,115.5140472,93.05956148,99.86724275,83.4815941,105.3064934,75.72977124,151.9408963,92.15876745,112.2591053,166.0294601,77.03366677,62.4132968,136.3775261,110.998301,82.10911496,153.0543089,54.1849824,103.4682439,104.2539299,51.57521675,129.107799,82.62838088,107.7845256,114.6955091,70.29424384,331.2455305,96.05164496,112.0394495,40.28149385,93.59131724,302.8172102,92.25976462,85.18406132,117.2936386,77.9820323,137.0333877,221.7381701,111.7538376,124.114205,100.3118722
Bosutinib,"0,016",96.49533354,125.174508,134.414147,199.4008935,76.69121887,65.592893,111.6899295,102.8671801,63.18123462,87.15576119,116.012345,101.3038948,100.8747248,145.4085741,99.63512308,118.4656972,174.2346854,100.3300005,93.15192278,122.3379538,105.5316325,101.2097694,95.21236684,85.8474468,57.21621129,83.59648973,93.477411,94.23349143,82.0978041,109.7244116,104.798929,105.7916784,48.81722747,48.41683202,66.41771007,84.1835269,87.80620542,114.866818,136.1437039,67.61415336,105.3034052,61.58735201,113.413351,303.1153827,181.2613851,71.89289147,89.09125658,87.45626153,51.81294588,256.2843472,108.0069915,160.545144,106.1987205
Bosutinib,"0,08",87.2573742,224.764271,186.7858909,225.7444093,62.59336251,52.149369,71.55660898,67.06595545,133.8858949,124.752317,58.48813237,114.8937022,108.4220762,117.6942997,83.82055533,70.00926974,68.29440518,84.68046808,118.7782045,60.12675539,118.7590545,109.6934149,88.2088834,149.2254306,86.25649959,91.67153225,132.6403503,113.8982198,117.9964179,128.3315716,112.2802391,75.23896007,96.49835635,141.4479198,99.39828011,98.6249087,86.60817854,143.08178,108.2365429,128.7471841,128.3879565,63.68511014,128.7405699,417.0770328,293.9282364,97.94141926,101.3486203,166.6047114,89.0414098,180.6731663,65.23991202,126.367569,100.3725308
